speaker,date,start_time,duration,text
Chris Wallace:,9/29/20,0:26:05,0:00:01,But you're saying you can't-
Vice President ...:,9/29/20,0:26:06,0:00:00,Everybody knows-
Chris Wallace:,9/29/20,0:26:06,0:00:02,Or Senator Harris is saying you can't trust the scientist.
Vice President ...:,9/29/20,0:26:08,0:00:04,"Well, no, no. You can trust the scientist. She didn't say that. You can trust the-"
Chris Wallace:,9/29/20,0:26:12,0:00:04,"She said that public health experts quote, ""Will be muzzled, will be suppressed."""
Vice President ...:,9/29/20,0:26:16,0:00:15,"Yes. Well, that's what he's going to try to do, but there's thousands of scientists out there, like here at this great hospital that don't work for him. Their job doesn't depend on him. They're the people... And by the way-"
President Donal...:,9/29/20,0:26:31,0:00:02,We spoke to the scientists that are in charge-
Vice President ...:,9/29/20,0:26:33,0:00:00,By the way-
President Donal...:,9/29/20,0:26:33,0:00:02,... they will have the vaccine very soon.
Chris Wallace:,9/29/20,0:26:35,0:00:00,Let him finish.
Vice President ...:,9/29/20,0:26:35,0:00:32,"Do you believe for a moment what he's telling you in light of all the lies he's told you about the whole issue relating to COVID? He still hasn't even acknowledged that he knew this was happening, knew how dangerous it was going to be back in February, and he didn't even tell you. He's on record as saying it. He panicked or he just looked at the stock market. One of the two. Because guess what? A lot of people died and a lot more are going to die unless he gets a lot smarter, a lot quicker-"
Chris Wallace:,9/29/20,0:27:07,0:00:01,Mr. President?
President Donal...:,9/29/20,0:27:08,0:00:16,"Did you use the word smart? So you said you went to Delaware State, but you forgot the name of your college. You didn't go to Delaware State. You graduated either the lowest or almost the lowest in your class. Don't ever use the word smart with me. Don't ever use that word."
Vice President ...:,9/29/20,0:27:24,0:00:00,"Oh, give me a break."
President Donal...:,9/29/20,0:27:24,0:00:05,"Because you know what? There's nothing smart about you, Joe. 47 years you've done nothing."
Vice President ...:,9/29/20,0:27:29,0:00:02,"Well, let's have this debate-"
President Donal...:,9/29/20,0:27:31,0:00:11,"Let me just tell you something, Joe. If you would have had the charge of what I was put through, I had to close the greatest economy of the history of our country. And by the way, now it's being built again and it's going up fast."
Chris Wallace:,9/29/20,0:27:42,0:00:02,"We'll get to the economy in the next segment, sir."
President Donal...:,9/29/20,0:27:44,0:00:02,Okay. It's going up fast. I look forward to talking about it.
Chris Wallace:,9/29/20,0:27:46,0:00:25,"Okay. When it comes to how the virus has been handled so far, the two of you have taken very different approaches, and this is going to affect how the virus is handled going forward by whichever of you ends up becoming the next president. I want to quickly go through several of those. Reopenings. Vice President Biden, you have been much more reluctant than President Trump about reopening the economy and schools. Why, sir?"
Vice President ...:,9/29/20,0:28:11,0:00:14,"Because he doesn't have a plan. If I were running it, I'd know what the plan is. You've got to provide these businesses the ability to have the money to be able to reopen with the PPE, as well as with the sanitation they need. You have to provide them classic-"
President Donal...:,9/29/20,0:28:25,0:00:02,Tell that to Nancy Pelosi.
Vice President ...:,9/29/20,0:28:27,0:00:02,Will he just shush for a minute?
President Donal...:,9/29/20,0:28:29,0:00:03,"Tell that to Nancy Pelosi, and Schumer [crosstalk 00:04:52] Chuck."
Vice President ...:,9/29/20,0:28:32,0:00:12,"Nancy Pelosi and Schumer, they have a plan. He won't even meet with them. The Republicans won't meet in the Senate. He sits in his golf course. Well, I mean, literally, think about it. Think about it."
President Donal...:,9/29/20,0:28:44,0:00:02,"You probably play more than I do, Joe."
Chris Wallace:,9/29/20,0:28:46,0:00:02,What about this question of reopenings and the fact-
President Donal...:,9/29/20,0:28:48,0:00:07,"Well, he wants to shut down this country and I want to keep it open, and we did a great thing by shutting it down-"
Vice President ...:,9/29/20,0:28:55,0:00:00,You just admitted you'd shut it down.
President Donal...:,9/29/20,0:28:55,0:00:39,"Wait a minute, Joe. Let me shut you down for a second, Joe, just for one second. He wants to shut down the country. We just went through it. We had to, because we didn't know anything about the disease. Now we've found that elderly people with heart problems and diabetes and different problems are very, very vulnerable. We learned a lot. Young children aren't, even younger people aren't. We've learned a lot, but he wants to shut it down. More people will be hurt by continuing. If you look at Pennsylvania, if you look at certain states that have been shut down, they have Democrat governors, all, one of the reasons they shut down is because they want to keep it shut down until after the election on November 3rd."
Chris Wallace:,9/29/20,0:29:34,0:00:01,All right. I want to move onto another-
President Donal...:,9/29/20,0:29:35,0:00:00,Because it's a political thing.
Chris Wallace:,9/29/20,0:29:35,0:00:00,I want to move onto another subject.
Vice President ...:,9/29/20,0:29:35,0:00:00,I got to respond to that.
Chris Wallace:,9/29/20,0:29:35,0:00:02,I want to move-
President Donal...:,9/29/20,0:29:37,0:00:01,But those states-
Chris Wallace:,9/29/20,0:29:38,0:00:02,"Gentlemen, I want to move onto another subject."
President Donal...:,9/29/20,0:29:40,0:00:02,Those states are not doing well that are shut down right now.
Vice President ...:,9/29/20,0:29:42,0:00:02,I got to respond to that.
President Donal...:,9/29/20,0:29:44,0:00:00,He wants to shut down the whole country.
Chris Wallace:,9/29/20,0:29:44,0:00:16,"President Trump, you have begun to increasingly question the effectiveness of masks as a disease preventer. And in fact, recently you have cited the issue of waiters touching their masks and touching plates. Are you questioning the efficacy of masks?"
President Donal...:,9/29/20,0:30:00,0:00:13,"No, I think masks are okay. You have to understand, if you look... I mean, I have a mask right here. I put a mask on when I think I need it. Tonight, as an example, everybody's had a test and you've had social distancing and all of the things that you have to, but I wear masks-"
Vice President ...:,9/29/20,0:30:13,0:00:00,Just like your rally.
President Donal...:,9/29/20,0:30:13,0:00:02,"... when needed. When needed, I wear masks."
Chris Wallace:,9/29/20,0:30:15,0:00:01,Okay. Let me ask-
President Donal...:,9/29/20,0:30:16,0:00:09,"I don't wear a mask like him. Every time you see him, he's got a mask. He could be speaking 200 feet away from him and he shows up with the biggest mask I've ever seen. I will say this-"
Chris Wallace:,9/29/20,0:30:25,0:00:03,"Vice President Biden, go ahead, sir."
Vice President ...:,9/29/20,0:30:28,0:00:07,"Look, the way to open businesses is give them the wherewithal to be able open. We provided money, the-"
Chris Wallace:,9/29/20,0:30:35,0:00:01,"But I was asking you, sir, about masks."
Vice President ...:,9/29/20,0:30:36,0:00:14,"Well, masks make a big difference. His own head of the CDC said if we just wore masks between now, if everybody wore a mask and social distanced between now and January, we'd probably save up to 100,000 lives. It matters. It matters."
President Donal...:,9/29/20,0:30:50,0:00:02,And they've also said the opposite. They've also said-
Vice President ...:,9/29/20,0:30:52,0:00:02,No serious person has said the opposite. No serious person.
Chris Wallace:,9/29/20,0:30:54,0:00:03,Okay. I want to ask you-
President Donal...:,9/29/20,0:30:57,0:00:01,Dr. Fauci. Dr. Fauci said the opposite.
Vice President ...:,9/29/20,0:30:58,0:00:01,He did not say the opposite.
Chris Wallace:,9/29/20,0:30:59,0:00:03,"I want to ask you, we've got a little than a minute left in this segment."
President Donal...:,9/29/20,0:31:02,0:00:03,"He said very strongly, ""Masks are not good."" Then he changed his mind. He said, ""Masks are good."""
Chris Wallace:,9/29/20,0:31:05,0:00:00,I want to ask-
President Donal...:,9/29/20,0:31:05,0:00:02,I'm okay with masks. I'm not fighting masks.
Chris Wallace:,9/29/20,0:31:07,0:00:11,"I want to ask you both about one last subject because your different approaches has even affected the way that you have campaigned. President Trump, you're holding large rallies with crowds packed together, thousands of people."
President Donal...:,9/29/20,0:31:18,0:00:01,Outside.
Chris Wallace:,9/29/20,0:31:19,0:00:07,"Outside. Yes, sir. Agreed. Vice President Biden, you are holding much smaller events with-"
President Donal...:,9/29/20,0:31:26,0:00:01,Because nobody will show up.
Chris Wallace:,9/29/20,0:31:27,0:00:00,... people with masks.
President Donal...:,9/29/20,0:31:27,0:00:03,"Well, it's true. Nobody shows up to his rallies."
Chris Wallace:,9/29/20,0:31:30,0:00:06,"All right. In any case, why you holding the big rallies? Why you not? You go first, sir."
President Donal...:,9/29/20,0:31:36,0:00:03,Because people want to hear what I have to say. I mean-
Chris Wallace:,9/29/20,0:31:39,0:00:02,But are not worried about us spreading disease?
President Donal...:,9/29/20,0:31:41,0:00:05,"... I'm doing my job as a president, and I'll have 25, 35,000 people show up at airports. We use airports and hangers and we have a lot of people-"
Chris Wallace:,9/29/20,0:31:46,0:00:02,"Are you not worried about the disease issues, sir?"
President Donal...:,9/29/20,0:31:48,0:00:18,"Well, so far we have had no problem whatsoever. It's outside. That's a big difference according to the experts. We do them outside, we have tremendous crowds, as you see, and literally on 24 hours notice. And Joe does the circles and has three people someplace."
Vice President ...:,9/29/20,0:32:06,0:00:22,"By the way, did you see one of the last big rallies he had? A reporter came up to him to ask him a question, he said, ""No, no, no. Stand back, put on your mask, put on a mask. Have you been tested? I'm way far away from those other people."" That's what he said, ""I'm going to be okay."" He's not worried about you. He's not worried about the people out there [crosstalk 00:08:48]."
President Donal...:,9/29/20,0:32:28,0:00:01,We've had no negative effect.
Vice President ...:,9/29/20,0:32:29,0:00:02,No negative effect. Come on.
President Donal...:,9/29/20,0:32:31,0:00:04,"We've had no negative effect, and we've had 35, 40,000 people at these rallies."
Chris Wallace:,9/29/20,0:32:35,0:00:02,All right. Do you want to just quickly finish up? Because I want to move on to our next-
Vice President ...:,9/29/20,0:32:37,0:00:11,"Yes, I would. He's been totally irresponsible the way in which he has handled the social distancing and people wearing masks, basically encouraged them not to. He's a fool on this."
President Donal...:,9/29/20,0:32:48,0:00:04,"If you could get the crowds, you would have done the same thing. But you can't. Nobody cares."
Chris Wallace:,9/29/20,0:32:52,0:00:01,"Gentlemen, can we move on to the-"
President Donal...:,9/29/20,0:32:53,0:00:00,No cares.
Chris Wallace:,9/29/20,0:32:53,0:00:02,"Gentlemen, can we move on to the economy?"
President Donal...:,9/29/20,0:32:55,0:00:00,Yes.
Chris Wallace:,9/29/20,0:32:55,0:00:07,"The economy is, I think it's fair to say, recovering faster than expected from the shutdown-"
President Donal...:,9/29/20,0:33:02,0:00:00,Much faster.
Chris Wallace:,9/29/20,0:33:02,0:00:30,"... in the second quarter. The unemployment rate fell to 8.4% last month. The Federal Reserve says the hit to growth, which is going to be there, is not going to be nearly as big as they had expected. President Trump, you say we are in a V-shaped recovery. Vice President Biden, you say it's more of a K-shape. What difference does that mean to the American people in terms of the economy? President Trump, in this segment you go first."
President Donal...:,9/29/20,0:33:32,0:00:39,"So we built the greatest economy in history. We closed it down because of the China plague. When the plague came in, we closed it down, which was very hard psychologically to do. He didn't think we should close it down and he was wrong. Again, two million people would be dead now instead of... Still, 204,000 people is too much. One person is too much. Should have never happened from China. But what happened is we closed it down and now we're reopening and we're doing record business. We had 10.4 million people in a four month period that we've put back into the workforce. That's a record the likes of which nobody's ever seen before. And he wants to close down the... He will shut it down again. He will destroy this country."
President Donal...:,9/29/20,0:34:11,0:00:33,"A lot of people, between drugs and alcohol and depression, when you start shutting it down, you take a look at what's happening at some of your Democrat-run states where they have these tough shutdowns. And I'm telling you it's because they don't want to open it. One of them came out last week, you saw that, ""Oh, we're going to open up on November 9th."" Why November 9th? Because it's after the election. They think they're hurting us by keeping them closed. They're hurting people. People know what to do. They can social distance. They can wash their hands, they can wear masks. They can do whatever they want, but they got to open these states up."
President Donal...:,9/29/20,0:34:44,0:00:32,"When you look at North Carolina, when you look, and these governors are under siege, Pennsylvania, Michigan, and a couple of others, you got to open these states up. It's not fair. You're talking about almost it's like being in prison. And you look at what's going on with divorce, look at what's going on with alcoholism and drugs. It's a very, very sad thing. And he'll close down the whole country. This guy will close down the whole country and destroy our country. Our country is coming back incredibly well, setting records as it does it. We don't need somebody to come in and say, ""Let's shut it down."""
Chris Wallace:,9/29/20,0:35:16,0:00:12,"All right. Your two minutes, sir. We're now moved to you. As I said, posing the question, the president says it's a V-shape recovery, you say it's a K-shaped recovery. What's the difference?"
Vice President ...:,9/29/20,0:35:28,0:00:29,"The difference is millionaires and billionaires like him in the middle of the COVID crisis have done very well. Billionaires have made another $300 billion because of his profligate tax proposal, and he only focused on the market. But you folks at home, you folks living in Scranton and Claymont and all the small towns and working class towns in America, how well are you doing? This guy paid a total of $750 in taxes."
President Donal...:,9/29/20,0:35:57,0:00:01,That's wrong.
Chris Wallace:,9/29/20,0:35:58,0:00:00,"Sir, wait. No. Sir-"
President Donal...:,9/29/20,0:35:58,0:00:02,[crosstalk 00:12:19].
Chris Wallace:,9/29/20,0:36:00,0:00:03,"Yeah, I understand. You've agreed to the two minutes, so please let him have it."
Vice President ...:,9/29/20,0:36:03,0:00:17,"Do I get my time back? The fact is that he has in fact, worked on this in a way that he's going to be the first president of the United States to leave office, having fewer jobs in his administration than when he became president. Fewer jobs than when he became president. First one in American history."
Vice President ...:,9/29/20,0:36:20,0:00:45,"Secondly, the people who have lost their jobs are those people who have been on the front lines. Those people who have been saving our lives, those people who have been out there dying. People who've been putting themselves in the way to make sure that we could all try to make it. And the idea that he is insisting that we go forward and open when you have almost half the states in America with a significant increase in COVID deaths and COVID cases in the United States of America, and he wants to open it up more. Why is he want to open it up? Why does he take care of the... You can't fix the economy until you fix the COVID crisis. And he has no intention of doing anything about making it better for you all at home in terms of your health and your safety."
Vice President ...:,9/29/20,0:37:05,0:00:29,"Schools. Why aren't schools open? Because it costs a lot of money to open them safely. They were going to give, his administration going to give the teachers and school students masks, and then they decided no, couldn't do that because it's not a national emergency. Not a national emergency. They've done nothing to help small businesses. Nothing. They're closing. One in six is now gone. He ought to get on the job and take care of the needs of the American people so we can open safely."
Chris Wallace:,9/29/20,0:37:34,0:00:02,"All right. Your time is up, sir. We are going to get to-"
President Donal...:,9/29/20,0:37:36,0:00:01,I have to respond to that.
Chris Wallace:,9/29/20,0:37:37,0:00:02,"Well, you both had two minutes, sir."
President Donal...:,9/29/20,0:37:39,0:00:02,"Excuse me, he made a statement."
Chris Wallace:,9/29/20,0:37:41,0:00:02,And so did you.
President Donal...:,9/29/20,0:37:43,0:00:16,"No, people want their schools open. They don't want to be shut down. They don't want their state shut down. They want their restaurants. I look at New York. It's so sad what's happening in New York. It's almost like a ghost town, and I'm not sure it can ever recover what they've done to New York. People want their places open. They want to get back to their lives."
Vice President ...:,9/29/20,0:37:59,0:00:01,People want to be safe.
President Donal...:,9/29/20,0:38:00,0:00:02,"They'll be careful, but they want their schools open."
Vice President ...:,9/29/20,0:38:02,0:00:01,People want to be safe.
President Donal...:,9/29/20,0:38:03,0:00:07,"I'm the one that brought back football. By the way, I brought back Big Ten football. It was me and I'm very happy to do it-"
Chris Wallace:,9/29/20,0:38:10,0:00:01,All right. Let's-
President Donal...:,9/29/20,0:38:11,0:00:05,... and people of Ohio are very proud of me. And you know how I found out? When [crosstalk 00:14:35].
Chris Wallace:,9/29/20,0:38:16,0:00:32,"Gentlemen, we're going to get to your economic plans going forward in a moment, but first, Mr. President, as you well know, there's a new report that in 2016, the year you were elected president, and 2017, your first year as president, that you paid $750 a year in federal income tax each of those years. I know that you pay a lot of other taxes, but I'm asking you this specific question. Is it true that you paid $750 in federal income taxes each of those two years?"
President Donal...:,9/29/20,0:38:48,0:00:08,"I paid millions of dollars in taxes, millions of dollars of income tax. And let me just tell you, there was a story in one of the papers that paid-"
Vice President ...:,9/29/20,0:38:56,0:00:01,Show us your tax returns.
President Donal...:,9/29/20,0:38:57,0:00:07,"I paid $38 million one year, I paid $27 million one year."
Vice President ...:,9/29/20,0:39:04,0:00:00,Show us your tax returns.
President Donal...:,9/29/20,0:39:04,0:00:18,"You'll see it as soon as it's finished, you'll see it. You know, if you wanted to, go to the Board of Elections. There's 118 page or so report that says everything I have, every bank I have, I'm totally under leveraged because the assets are extremely good, and I built a great company."
Chris Wallace:,9/29/20,0:39:22,0:00:01,"Sir, I'm asking you a specific question, which is-"
President Donal...:,9/29/20,0:39:23,0:00:00,But let me tell you-
Chris Wallace:,9/29/20,0:39:23,0:00:01,I understand all of that.
Vice President ...:,9/29/20,0:39:24,0:00:01,Release your tax return.
Chris Wallace:,9/29/20,0:39:25,0:00:00,I understand all of that-
President Donal...:,9/29/20,0:39:25,0:00:02,Let me-
Chris Wallace:,9/29/20,0:39:27,0:00:09,"No, Mr. President, I'm asking you a question. Will you tell us how much you paid in federal income taxes in 2016 and 2017?"
President Donal...:,9/29/20,0:39:36,0:00:02,Millions of dollars.
Chris Wallace:,9/29/20,0:39:38,0:00:01,You paid millions of dollars in-
President Donal...:,9/29/20,0:39:39,0:00:00,"Millions of dollars, yes."
Chris Wallace:,9/29/20,0:39:39,0:00:01,So not 750?
President Donal...:,9/29/20,0:39:40,0:00:03,Millions of dollars. And you'll get to see it. And you'll get to see it.
Vice President ...:,9/29/20,0:39:43,0:00:01,When?
President Donal...:,9/29/20,0:39:44,0:00:01,But let me just tell you-
Vice President ...:,9/29/20,0:39:45,0:00:00,In [crosstalk 00:16:04]?
President Donal...:,9/29/20,0:39:45,0:00:35,"Chris, let me just say something, that it was the tax laws. I don't want to pay tax. Before I came here, I was a private developer, I was a private business people. Like every other private person, unless they're stupid, they go through the laws, and that's what it is. He passed a tax bill that gave us all these privileges for depreciation and for tax credits. We build the building and we get tax credits, like the hotel on Pennsylvania Avenue. Which by the way, was given to me by the Obama administration, if you can believe that. Now the man got fired right after that happened, but that's-"
Chris Wallace:,9/29/20,0:40:20,0:00:02,"Vice President Biden, you want to respond?"
Vice President ...:,9/29/20,0:40:22,0:00:24,"Yeah, I do want to respond. Look, the tax code that put him in a position that he pays less tax than on the money a school teacher makes is because of him... He says he's smart because he can take advantage of the tax code. And he does take advantage of the tax code. That's why I'm going to eliminate the Trump tax cuts. And I'm going to eliminate those tax cuts."
President Donal...:,9/29/20,0:40:46,0:00:01,That's okay.
Vice President ...:,9/29/20,0:40:47,0:00:06,And make sure that we invest in the people who in fact need the help. People out there need help.
President Donal...:,9/29/20,0:40:53,0:00:03,But why didn't you do it over the last 25 years?
Vice President ...:,9/29/20,0:40:56,0:00:02,Because you weren't president-
President Donal...:,9/29/20,0:40:58,0:00:01,Why didn't you do it over the last 25 years?
Vice President ...:,9/29/20,0:40:59,0:00:01,Because you weren't president and screwing things up.
President Donal...:,9/29/20,0:41:00,0:00:01,You were a Senator and [crosstalk 00:17:21]-
Vice President ...:,9/29/20,0:41:01,0:00:03,You're the worst president America has ever had. Come on.
President Donal...:,9/29/20,0:41:04,0:00:09,"Hey, Joe, let me just tell you, Joe. In 47 months, I've done more than you've done in 47 years, Joe. We've done things that you never even thought of doing."
Chris Wallace:,9/29/20,0:41:13,0:00:00,Okay. Gentlemen?
President Donal...:,9/29/20,0:41:13,0:00:05,"Including fixing the broken military that you gave me, including taking care of your debts."
Chris Wallace:,9/29/20,0:41:18,0:00:08,"Mr. President, we're talking about the economy. I'd like to ask you about your plans going forward because Mr. Vice President, your economic plan-"
President Donal...:,9/29/20,0:41:26,0:00:01,He has none.
Chris Wallace:,9/29/20,0:41:27,0:00:16,"... if you were to be elected president focuses a lot on big government, big taxes, big spending. I want to focus first on the taxes. You propose more than $4 trillion over a decade in new taxes on individuals making more than $400,000 a year."
Chris Wallace:,9/29/20,0:41:43,0:00:10,"... on individuals making more than $400,000 a year and on corporations. President Trump says that that kind of an increase in taxes is going to hurt the economy as it's just coming out of a recession."
Vice President ...:,9/29/20,0:41:53,0:00:37,"Well, just take a look at what is the analysis done by Wall Street firms, points out that my economic plan would create 7 million more jobs than his in four years, number one. And number two, it would create an additional $1 trillion in economic growth, because it would be about buying American. The federal government spends $600 billion a year on everything from ships, to steel, to buildings and the like. And under my proposal, we're going to make sure that every penny of that has to be made by a company-"
Chris Wallace:,9/29/20,0:42:30,0:00:03,"But respectfully, sir, I'm talking about taxes, not spending."
Vice President ...:,9/29/20,0:42:33,0:00:16,"By the way, I'm going to eliminate a significant number of the taxes. I'm going to make the corporate tax 28%. It shouldn't be 21%. You have 91 companies federal, I mean, the fortune 500, who don't pay a single penny in tax making billions of dollars."
President Donal...:,9/29/20,0:42:49,0:00:03,"Why didn't you do it before, when you were vice president with Obama?"
Vice President ...:,9/29/20,0:42:52,0:00:04,"Because you in fact passed that, that was your tax proposal."
President Donal...:,9/29/20,0:42:56,0:00:01,I got it done. And you know what happened?
Vice President ...:,9/29/20,0:42:57,0:00:01,"Yeah, you got it done-"
President Donal...:,9/29/20,0:42:58,0:00:02,Our economy boomed like it's never boomed before.
Vice President ...:,9/29/20,0:43:00,0:00:00,The economy-
Chris Wallace:,9/29/20,0:43:00,0:00:02,Mr. President-
Vice President ...:,9/29/20,0:43:02,0:00:01,Let me finish.
Chris Wallace:,9/29/20,0:43:03,0:00:08,"Mr. President, let me pick up on that. You would continue your free market approach, lower taxes, more deregulation, correct?"
Vice President ...:,9/29/20,0:43:11,0:00:03,Not lower tax for the American people.
Chris Wallace:,9/29/20,0:43:14,0:00:00,But let me-
President Donal...:,9/29/20,0:43:14,0:00:00,Excuse me.
Chris Wallace:,9/29/20,0:43:14,0:00:13,"You talk about the economy booming. It turns out that in Obama's final three years as president more jobs were created, a million and a half more jobs, than in the first three years of your presidency."
President Donal...:,9/29/20,0:43:27,0:00:42,"They had the slowest economic recovery since 1929. It was the slowest recovery. Also, they took over something that was down here. All you had to do is turn on the lights and you pick up a lot. But they had the slowest economic recovery since 1929, and let me tell you about the stock market. When the stock market goes up, that means jobs. It also means 401ks. If you got in, if you ever became president with your ideas, you want to terminate my taxes. I'll tell you what, you'll lose. Half of the companies that have poured in here will leave. And plenty of companies that are already here, they'll leave for other places. [crosstalk 00:20:25] They will leave and you will have a depression, the likes of which you've never seen."
Vice President ...:,9/29/20,0:44:09,0:00:00,Look-
Chris Wallace:,9/29/20,0:44:09,0:00:01,Mr. Vice President.
Vice President ...:,9/29/20,0:44:10,0:00:14,"... we inherited the worst recession, short of a depression in American history. I was asked to bring it back. We were able to have an economic recovery that created the jobs you're talking about. We handed him a booming economy, he blew it."
President Donal...:,9/29/20,0:44:24,0:00:01,It wasn't blooming.
Vice President ...:,9/29/20,0:44:25,0:00:01,He blew it.
President Donal...:,9/29/20,0:44:26,0:00:04,He was in booming. It was the weakest recovery since 1929.
Chris Wallace:,9/29/20,0:44:30,0:00:03,"Wait, wait, is it fair to say he blew it when, in fact-"
President Donal...:,9/29/20,0:44:33,0:00:01,When COVID came along.
Chris Wallace:,9/29/20,0:44:34,0:00:03,... when there was record low unemployment before COVID.
Vice President ...:,9/29/20,0:44:37,0:00:07,"Yeah, because what he did, even before COVID, manufacturing went in the hole. Manufacturing went in a hole-"
President Donal...:,9/29/20,0:44:44,0:00:01,"Excuse me, Chris, wait."
Vice President ...:,9/29/20,0:44:45,0:00:01,... number one. Number two-
President Donal...:,9/29/20,0:44:46,0:00:00,Chris.
Vice President ...:,9/29/20,0:44:46,0:00:01,Number three.
President Donal...:,9/29/20,0:44:47,0:00:02,"They said it would take... No, you're on number two."
Vice President ...:,9/29/20,0:44:49,0:00:01,No.
President Donal...:,9/29/20,0:44:50,0:00:02,"Chris, Chris. They said it would take-"
Vice President ...:,9/29/20,0:44:52,0:00:00,This guy-
President Donal...:,9/29/20,0:44:52,0:00:08,"... a miracle to bring back manufacturing. I brought back 700,000 jobs. They brought back nothing. They gave up on manufacturing."
Vice President ...:,9/29/20,0:45:00,0:00:01,We did not. [crosstalk 00:21:21]
President Donal...:,9/29/20,0:45:01,0:00:01,... standard fare.
Vice President ...:,9/29/20,0:45:02,0:00:03,I'm the guy that brought back the automobile industry.
President Donal...:,9/29/20,0:45:05,0:00:00,He totally gave up on manufacturing.
Chris Wallace:,9/29/20,0:45:05,0:00:00,"All right, let him-"
Vice President ...:,9/29/20,0:45:05,0:00:09,"I was asked to bring back Chrysler and General Motors. He brought them back right here in the state of Ohio and Michigan. He blew it. They're gone. He blew it. And in fact, they're gone-"
President Donal...:,9/29/20,0:45:14,0:00:06,Ohio had the best year it's ever had last year. Michigan had the best year they've ever had.
Vice President ...:,9/29/20,0:45:20,0:00:01,That is not true.
President Donal...:,9/29/20,0:45:21,0:00:06,"Many car companies came in from Germany, from Japan, went to Michigan, went to Ohio and they didn't come in with you. [crosstalk 00:21:47]."
Chris Wallace:,9/29/20,0:45:27,0:00:01,"Mr. Vice President, go ahead."
Vice President ...:,9/29/20,0:45:28,0:00:18,And so you take a look at what he's actually done. He's done very little. His trade deals are the same way. He talks about these great trade deals. He talks about the art of the deal. China's perfected the art of the steel. We have a higher deficit with China now than we did before. We have the highest trade deficit-
President Donal...:,9/29/20,0:45:46,0:00:02,China ate your lunch- [crosstalk 00:00:22:07].
Vice President ...:,9/29/20,0:45:48,0:00:01,... with Mexico.
President Donal...:,9/29/20,0:45:49,0:00:19,"China ate your lunch, Joe. And no wonder your son goes in and he takes out billions of dollars. He takes out billions of dollars to manage. He makes millions of dollars. And also, while we're at it, why is it just out of curiosity, the mayor of Moscow's wife gave you a son three and a half million dollars?"
Vice President ...:,9/29/20,0:46:08,0:00:00,That is not true.
President Donal...:,9/29/20,0:46:08,0:00:03,What did he do to deserve it? What did he do with-
Vice President ...:,9/29/20,0:46:11,0:00:00,None of that is true.
President Donal...:,9/29/20,0:46:11,0:00:00,"... to deserve $183,000?"
Chris Wallace:,9/29/20,0:46:11,0:00:06,"Sir, you've asked him a question, let him answer it."
Vice President ...:,9/29/20,0:46:17,0:00:01,None of that is true.
President Donal...:,9/29/20,0:46:18,0:00:01,"Oh really, he didn't get three and a half million?"
Chris Wallace:,9/29/20,0:46:19,0:00:01,Mr. President-
Vice President ...:,9/29/20,0:46:20,0:00:01,Is totally-
Chris Wallace:,9/29/20,0:46:21,0:00:00,"Mr. President, please. You've asked a question- [crosstalk 00:22:41]"
Vice President ...:,9/29/20,0:46:21,0:00:04,Totally discredited. Totally discredited. And by the way-
President Donal...:,9/29/20,0:46:25,0:00:03,"Well wait, he didn't get three and a half million dollars, Joe?"
Vice President ...:,9/29/20,0:46:28,0:00:00,Mr. Vice-
President Donal...:,9/29/20,0:46:28,0:00:01,He got three and a half million-
Chris Wallace:,9/29/20,0:46:29,0:00:00,Mr. President.
President Donal...:,9/29/20,0:46:29,0:00:01,... dollars.
Vice President ...:,9/29/20,0:46:30,0:00:01,That is not true.
President Donal...:,9/29/20,0:46:31,0:00:00,"Oh, really?"
Chris Wallace:,9/29/20,0:46:31,0:00:05,"Mr. President, it's an open discussion. Please- [crosstalk 00:22:56]"
President Donal...:,9/29/20,0:46:36,0:00:01,It's a fact.
Vice President ...:,9/29/20,0:46:37,0:00:00,It is not a fact.
Chris Wallace:,9/29/20,0:46:37,0:00:03,"Well, you have raised an issue, let the Vice President answer."
Vice President ...:,9/29/20,0:46:40,0:00:01,It's been totally discredited.
President Donal...:,9/29/20,0:46:41,0:00:05,"Did Burisma pay him 183,000 a month, with no experience in energy?"
Chris Wallace:,9/29/20,0:46:46,0:00:01,Mr. President-
Vice President ...:,9/29/20,0:46:47,0:00:03,My son did nothing wrong at Barisma-
President Donal...:,9/29/20,0:46:50,0:00:00,I think he did.
Chris Wallace:,9/29/20,0:46:50,0:00:01,"Mr. President, let him answer. [crosstalk 00:23:13]."
Vice President ...:,9/29/20,0:46:51,0:00:09,"He doesn't want to let me answer, because he knows I have the truth. His position has been totally thoroughly discredited-"
President Donal...:,9/29/20,0:47:00,0:00:00,By who?
Vice President ...:,9/29/20,0:47:00,0:00:00,And you can-
President Donal...:,9/29/20,0:47:00,0:00:00,The media.
Vice President ...:,9/29/20,0:47:00,0:00:03,"by everybody. Well, by the media, by our allies."
President Donal...:,9/29/20,0:47:03,0:00:00,"By the media, because they refuse to talk about it-"
Vice President ...:,9/29/20,0:47:03,0:00:01,By the World Bank-
President Donal...:,9/29/20,0:47:04,0:00:03,... because they're embarrassed.
Vice President ...:,9/29/20,0:47:07,0:00:03,"By everyone, has discredited. And matter of fact [crosstalk 00:23:30] Matter of fact-"
Chris Wallace:,9/29/20,0:47:10,0:00:01,"Mr. President, please stop."
Vice President ...:,9/29/20,0:47:11,0:00:02,Even the people who testified under oath-
